"행정구역","2022년10월_계_총인구수","2022년10월_계_연령구간인구수","2022년10월_계_0~4세","2022년10월_계_5~9세","2022년10월_계_10~14세","2022년10월_계_15~19세","2022년10월_계_20~24세","2022년10월_계_25~29세","2022년10월_계_30~34세","2022년10월_계_35~39세","2022년10월_계_40~44세","2022년10월_계_45~49세","2022년10월_계_50~54세","2022년10월_계_55~59세","2022년10월_계_60~64세","2022년10월_계_65~69세","2022년10월_계_70~74세","2022년10월_계_75~79세","2022년10월_계_80~84세","2022년10월_계_85~89세","2022년10월_계_90~94세","2022년10월_계_95~99세","2022년10월_계_100세 이상","2022년10월_남_총인구수","2022년10월_남_연령구간인구수","2022년10월_남_0~4세","2022년10월_남_5~9세","2022년10월_남_10~14세","2022년10월_남_15~19세","2022년10월_남_20~24세","2022년10월_남_25~29세","2022년10월_남_30~34세","2022년10월_남_35~39세","2022년10월_남_40~44세","2022년10월_남_45~49세","2022년10월_남_50~54세","2022년10월_남_55~59세","2022년10월_남_60~64세","2022년10월_남_65~69세","2022년10월_남_70~74세","2022년10월_남_75~79세","2022년10월_남_80~84세","2022년10월_남_85~89세","2022년10월_남_90~94세","2022년10월_남_95~99세","2022년10월_남_100세 이상","2022년10월_여_총인구수","2022년10월_여_연령구간인구수","2022년10월_여_0~4세","2022년10월_여_5~9세","2022년10월_여_10~14세","2022년10월_여_15~19세","2022년10월_여_20~24세","2022년10월_여_25~29세","2022년10월_여_30~34세","2022년10월_여_35~39세","2022년10월_여_40~44세","2022년10월_여_45~49세","2022년10월_여_50~54세","2022년10월_여_55~59세","2022년10월_여_60~64세","2022년10월_여_65~69세","2022년10월_여_70~74세","2022년10월_여_75~79세","2022년10월_여_80~84세","2022년10월_여_85~89세","2022년10월_여_90~94세","2022년10월_여_95~99세","2022년10월_여_100세 이상"
"대구광역시 남구 (2720000000)","141,822","141,822","2,559","3,533","3,868","4,989","8,413","10,828","8,843","7,805","9,092","9,714","12,283","11,480","13,008","11,238","8,724","6,382","5,307","2,713","864","155","24","67,971","67,971","1,365","1,807","2,011","2,566","4,035","5,442","4,783","4,142","4,605","4,829","6,143","5,538","6,020","5,119","3,787","2,593","2,036","902","221","27","0","73,851","73,851","1,194","1,726","1,857","2,423","4,378","5,386","4,060","3,663","4,487","4,885","6,140","5,942","6,988","6,119","4,937","3,789","3,271","1,811","643","128","24"
"대구광역시 북구 (2723000000)","432,087","432,087","11,623","17,893","19,602","21,813","30,442","29,579","25,506","25,280","31,965","35,788","41,635","36,168","34,860","24,499","17,626","12,038","9,658","4,480","1,342","249","41","214,817","214,817","5,939","9,130","10,134","11,243","16,247","16,117","13,900","13,259","15,912","17,393","20,598","17,797","17,213","11,674","7,913","4,938","3,673","1,395","300","40","2","217,270","217,270","5,684","8,763","9,468","10,570","14,195","13,462","11,606","12,021","16,053","18,395","21,037","18,371","17,647","12,825","9,713","7,100","5,985","3,085","1,042","209","39"
"대구광역시 수성구 (2726000000)","412,302","412,302","8,915","18,224","23,865","24,615","26,122","24,017","19,996","21,014","31,820","36,337","40,901","33,748","31,073","24,151","17,543","12,394","10,047","5,369","1,773","327","51","199,183","199,183","4,626","9,369","12,372","13,051","14,158","12,731","10,469","9,964","14,461","16,655","19,424","16,434","14,853","11,261","7,756","5,310","3,942","1,823","452","66","6","213,119","213,119","4,289","8,855","11,493","11,564","11,964","11,286","9,527","11,050","17,359","19,682","21,477","17,314","16,220","12,890","9,787","7,084","6,105","3,546","1,321","261","45"
"대구광역시 달서구 (2729000000)","537,179","537,179","12,782","21,773","25,150","26,791","35,290","36,176","31,247","30,240","39,533","43,199","51,778","48,050","46,689","32,982","22,479","14,177","11,325","5,454","1,750","274","40","264,106","264,106","6,504","11,230","12,938","13,787","18,623","19,167","17,014","15,559","19,308","20,924","24,786","23,241","22,518","15,784","10,283","6,108","4,226","1,649","392","60","5","273,073","273,073","6,278","10,543","12,212","13,004","16,667","17,009","14,233","14,681","20,225","22,275","26,992","24,809","24,171","17,198","12,196","8,069","7,099","3,805","1,358","214","35"
"대구광역시 달성군 (2771000000)","263,206","263,206","11,769","15,404","14,037","11,334","12,313","14,917","18,145","21,128","24,540","20,852","21,395","19,817","19,989","13,979","9,635","5,852","4,692","2,440","795","158","15","133,401","133,401","6,016","7,800","7,249","5,944","6,830","8,235","9,582","11,016","12,653","10,937","10,767","9,736","9,955","6,874","4,647","2,586","1,662","707","178","22","5","129,805","129,805","5,753","7,604","6,788","5,390","5,483","6,682","8,563","10,112","11,887","9,915","10,628","10,081","10,034","7,105","4,988","3,266","3,030","1,733","617","136","10"
"인천광역시  (2800000000)","2,962,388","2,962,388","85,594","124,298","137,499","134,561","169,457","209,890","203,041","201,152","244,094","237,401","264,738","244,926","246,657","169,233","108,402","78,851","58,648","30,065","10,927","2,533","421","1,483,026","1,483,026","43,932","63,597","70,582","69,167","87,941","109,810","106,154","103,748","125,655","121,302","132,393","122,074","123,197","82,478","51,779","34,817","22,354","9,144","2,350","478","74","1,479,362","1,479,362","41,662","60,701","66,917","65,394","81,516","100,080","96,887","97,404","118,439","116,099","132,345","122,852","123,460","86,755","56,623","44,034","36,294","20,921","8,577","2,055","347"
"인천광역시 중구 (2811000000)","151,310","151,310","5,073","6,904","7,297","6,517","7,518","11,808","12,147","11,375","13,863","12,923","12,514","10,132","10,130","8,081","5,588","4,278","2,983","1,440","565","148","26","78,591","78,591","2,709","3,525","3,689","3,390","3,818","6,158","6,658","6,086","7,338","7,144","6,981","5,492","5,243","3,960","2,623","1,985","1,181","457","117","29","8","72,719","72,719","2,364","3,379","3,608","3,127","3,700","5,650","5,489","5,289","6,525","5,779","5,533","4,640","4,887","4,121","2,965","2,293","1,802","983","448","119","18"
"인천광역시 중구영종출장소 (2811400000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 중구용유출장소 (2811800000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 동구 (2814000000)","58,574","58,574","1,233","1,875","2,293","2,381","2,866","3,034","3,037","3,289","4,541","4,568","4,940","4,536","5,376","4,686","3,530","2,846","2,126","959","361","87","10","29,502","29,502","625","995","1,194","1,249","1,516","1,683","1,655","1,760","2,419","2,462","2,655","2,379","2,681","2,236","1,549","1,233","850","267","75","17","2","29,072","29,072","608","880","1,099","1,132","1,350","1,351","1,382","1,529","2,122","2,106","2,285","2,157","2,695","2,450","1,981","1,613","1,276","692","286","70","8"
"인천광역시 미추홀구 (2817700000)","407,190","407,190","10,529","14,441","15,664","15,887","24,286","30,875","28,557","26,989","32,439","30,889","35,080","32,007","34,336","26,020","18,135","13,942","10,173","4,819","1,655","406","61","204,936","204,936","5,350","7,384","8,057","8,185","12,599","16,439","15,396","14,442","17,382","16,185","18,030","16,048","16,588","12,255","8,383","6,159","4,040","1,535","387","82","10","202,254","202,254","5,179","7,057","7,607","7,702","11,687","14,436","13,161","12,547","15,057","14,704","17,050","15,959","17,748","13,765","9,752","7,783","6,133","3,284","1,268","324","51"
"인천광역시 연수구 (2818500000)","385,884","385,884","13,822","20,978","22,787","20,784","23,582","24,877","25,650","28,528","35,028","33,361","34,860","29,961","28,158","17,232","9,744","6,924","5,281","2,862","1,147","270","48","191,609","191,609","7,103","10,637","11,699","10,605","12,296","13,073","12,755","13,949","17,159","16,381","17,197","14,721","14,405","8,693","4,731","3,097","1,963","836","248","50","11","194,275","194,275","6,719","10,341","11,088","10,179","11,286","11,804","12,895","14,579","17,869","16,980","17,663","15,240","13,753","8,539","5,013","3,827","3,318","2,026","899","220","37"
"인천광역시 남동구 (2820000000)","507,567","507,567","13,086","21,409","24,415","23,450","29,249","36,097","32,943","32,572","42,770","41,844","45,805","41,878","42,801","29,835","19,194","13,509","9,662","4,787","1,796","399","66","252,102","252,102","6,724","11,018","12,568","12,023","14,946","18,817","17,262","16,681","21,773","21,419","22,632","20,633","20,849","14,265","9,086","5,902","3,625","1,437","358","73","11","255,465","255,465","6,362","10,391","11,847","11,427","14,303","17,280","15,681","15,891","20,997","20,425","23,173","21,245","21,952","15,570","10,108","7,607","6,037","3,350","1,438","326","55"
"인천광역시 부평구 (2823700000)","489,329","489,329","12,200","17,065","19,618","21,108","27,915","37,518","35,894","32,321","36,918","37,178","44,311","42,967","43,428","29,876","19,294","13,701","10,385","5,317","1,848","388","79","241,434","241,434","6,284","8,672","10,122","10,994","14,195","19,146","18,659","16,895","18,891","18,616","21,334","20,977","21,374","14,213","9,123","5,994","3,852","1,618","403","62","10","247,895","247,895","5,916","8,393","9,496","10,114","13,720","18,372","17,235","15,426","18,027","18,562","22,977","21,990","22,054","15,663","10,171","7,707","6,533","3,699","1,445","326","69"
"인천광역시 계양구 (2824500000)","290,068","290,068","6,531","9,402","11,562","12,919","17,676","22,129","19,881","17,565","20,689","22,262","28,221","29,173","28,742","17,056","9,778","6,865","5,438","2,911","1,003","238","27","144,500","144,500","3,307","4,817","5,850","6,568","9,317","11,665","10,501","9,186","10,567","11,082","13,562","14,224","14,467","8,660","4,816","2,892","1,929","822","212","52","4","145,568","145,568","3,224","4,585","5,712","6,351","8,359","10,464","9,380","8,379","10,122","11,180","14,659","14,949","14,275","8,396","4,962","3,973","3,509","2,089","791","186","23"
"인천광역시 서구 (2826000000)","581,974","581,974","21,382","30,089","31,089","28,659","32,570","39,854","41,430","44,995","53,304","49,104","52,288","46,138","42,513","27,142","16,383","10,921","7,971","4,159","1,554","360","69","293,656","293,656","10,941","15,450","15,956","14,642","16,908","20,488","21,253","22,873","27,666","25,013","26,332","23,342","21,909","13,419","8,063","4,848","2,978","1,194","307","62","12","288,318","288,318","10,441","14,639","15,133","14,017","15,662","19,366","20,177","22,122","25,638","24,091","25,956","22,796","20,604","13,723","8,320","6,073","4,993","2,965","1,247","298","57"
"인천광역시 서구검단출장소 (2826500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"인천광역시 강화군 (2871000000)","69,809","69,809","1,361","1,686","2,267","2,256","2,445","2,452","2,504","2,647","3,481","4,055","5,224","6,203","8,639","7,256","5,396","4,758","3,866","2,330","793","170","20","34,899","34,899","712","862","1,184","1,170","1,365","1,425","1,351","1,341","1,813","2,222","2,770","3,165","4,291","3,668","2,696","2,185","1,618","827","196","35","3","34,910","34,910","649","824","1,083","1,086","1,080","1,027","1,153","1,306","1,668","1,833","2,454","3,038","4,348","3,588","2,700","2,573","2,248","1,503","597","135","17"
"인천광역시 옹진군 (2872000000)","20,683","20,683","377","449","507","600","1,350","1,246","998","871","1,061","1,217","1,495","1,931","2,534","2,049","1,360","1,107","763","481","205","67","15","11,797","11,797","177","237","263","341","981","916","664","535","647","778","900","1,093","1,390","1,109","709","522","318","151","47","16","3","8,886","8,886","200","212","244","259","369","330","334","336","414","439","595","838","1,144","940","651","585","445","330","158","51","12"
"광주광역시  (2900000000)","1,432,651","1,432,651","42,933","65,025","74,397","76,529","97,416","102,800","87,266","90,700","115,173","118,344","128,100","109,520","103,171","72,946","55,235","40,392","31,305","14,983","5,178","1,069","169","708,119","708,119","21,919","33,438","38,425","39,702","50,542","53,857","45,264","46,049","57,293","58,796","63,607","54,304","49,600","34,362","24,948","17,540","12,302","4,772","1,212","170","17","724,532","724,532","21,014","31,587","35,972","36,827","46,874","48,943","42,002","44,651","57,880","59,548","64,493","55,216","53,571","38,584","30,287","22,852","19,003","10,211","3,966","899","152"
"광주광역시 동구 (2911000000)","105,798","105,798","3,553","4,124","3,572","3,904","7,078","7,837","7,123","6,934","7,501","7,022","8,078","7,583","8,236","6,940","5,671","4,489","3,706","1,712","598","119","18","52,235","52,235","1,796","2,162","1,842","2,006","3,640","4,012","3,652","3,567","3,988","3,651","4,070","3,719","3,925","3,222","2,518","1,972","1,598","688","178","25","4","53,563","53,563","1,757","1,962","1,730","1,898","3,438","3,825","3,471","3,367","3,513","3,371","4,008","3,864","4,311","3,718","3,153","2,517","2,108","1,024","420","94","14"
"광주광역시 서구 (2914000000)","287,720","287,720","7,245","11,659","13,939","15,164","20,532","22,321","17,442","16,993","22,080","23,701","26,888","22,720","21,413","15,221","11,407","8,349","6,313","3,020","1,059","212","42","140,932","140,932","3,677","6,088","7,330","7,972","10,511","11,477","9,091","8,537","10,808","11,496","13,067","11,147","10,039","7,118","5,159","3,638","2,482","994","266","32","3","146,788","146,788","3,568","5,571","6,609","7,192","10,021","10,844","8,351","8,456","11,272","12,205","13,821","11,573","11,374","8,103","6,248","4,711","3,831","2,026","793","180","39"
"광주광역시 남구 (2915500000)","213,079","213,079","5,849","10,067","11,566","11,009","12,993","13,435","11,581","12,879","17,024","16,959","17,494","15,349","16,407","12,849","10,282","7,618","5,786","2,760","941","202","29","102,250","102,250","3,009","5,101","5,815","5,488","6,648","6,839","5,912","6,268","8,260","8,411","8,464","7,298","7,419","5,866","4,545","3,365","2,405","883","221","28","5","110,829","110,829","2,840","4,966","5,751","5,521","6,345","6,596","5,669","6,611","8,764","8,548","9,030","8,051","8,988","6,983","5,737","4,253","3,381","1,877","720","174","24"
"광주광역시 북구 (2917000000)","424,720","424,720","12,764","17,822","19,960","20,977","28,071","30,864","26,660","27,095","32,353","32,964","37,153","34,179","33,642","23,631","17,827","12,600","9,630","4,569","1,583","325","51","210,413","210,413","6,482","9,154","10,408","11,095","14,641","16,361","13,844","14,070","16,383","16,513","18,333","16,649","16,006","11,159","8,195","5,449","3,810","1,444","359","56","2","214,307","214,307","6,282","8,668","9,552","9,882","13,430","14,503","12,816","13,025","15,970","16,451","18,820","17,530","17,636","12,472","9,632","7,151","5,820","3,125","1,224","269","49"
"광주광역시 광산구 (2920000000)","401,334","401,334","13,522","21,353","25,360","25,475","28,742","28,343","24,460","26,799","36,215","37,698","38,487","29,689","23,473","14,305","10,048","7,336","5,870","2,922","997","211","29","202,289","202,289","6,955","10,933","13,030","13,141","15,102","15,168","12,765","13,607","17,854","18,725","19,673","15,491","12,211","6,997","4,531","3,116","2,007","763","188","29","3","199,045","199,045","6,567","10,420","12,330","12,334","13,640","13,175","11,695","13,192","18,361","18,973","18,814","14,198","11,262","7,308","5,517","4,220","3,863","2,159","809","182","26"
"대전광역시  (3000000000)","1,446,863","1,446,863","41,834","61,360","68,629","71,699","95,978","109,163","95,893","92,084","111,357","116,186","130,112","109,040","112,739","82,952","55,922","38,942","30,734","15,562","5,380","1,116","181","721,745","721,745","21,438","31,512","35,473","37,116","49,365","58,293","51,230","47,551","55,675","57,579","65,124","54,425","54,892","39,917","26,301","17,153","12,142","5,027","1,300","205","27","725,118","725,118","20,396","29,848","33,156","34,583","46,613","50,870","44,663","44,533","55,682","58,607","64,988","54,615","57,847","43,035","29,621","21,789","18,592","10,535","4,080","911","154"
"대전광역시 동구 (3011000000)","220,286","220,286","5,445","7,960","9,172","10,065","15,287","14,145","12,427","12,288","15,872","16,819","18,947","16,942","19,316","15,356","11,210","8,233","6,514","3,036","1,015","201","36","110,918","110,918","2,814","4,138","4,778","5,142","7,884","7,744","6,811","6,564","8,242","8,822","9,892","8,679","9,415","7,372","5,174","3,622","2,535","986","258","39","7","109,368","109,368","2,631","3,822","4,394","4,923","7,403","6,401","5,616","5,724","7,630","7,997","9,055","8,263","9,901","7,984","6,036","4,611","3,979","2,050","757","162","29"
"대전광역시 중구 (3014000000)","227,934","227,934","5,209","8,044","9,823","10,675","13,654","15,504","12,682","12,090","16,298","17,960","20,548","17,817","19,178","15,799","11,894","8,831","7,060","3,445","1,142","238","43","112,058","112,058","2,616","4,119","5,019","5,497","7,003","7,802","6,671","6,163","8,162","9,044","10,510","8,956","9,373","7,399","5,440","3,867","2,875","1,176","310","46","10","115,876","115,876","2,593","3,925","4,804","5,178","6,651","7,702","6,011","5,927","8,136","8,916","10,038","8,861","9,805","8,400","6,454","4,964","4,185","2,269","832","192","33"
"대전광역시 서구 (3017000000)","471,112","471,112","13,683","20,726","23,332","24,191","32,068","39,084","33,023","31,122","36,970","38,253","42,269","34,190","34,792","25,264","16,377","10,989","8,468","4,405","1,525","330","51","231,541","231,541","6,982","10,716","12,029","12,462","16,007","20,273","17,143","15,746","18,184","18,370","20,562","16,512","16,646","12,058","7,710","4,872","3,427","1,432","345","58","7","239,571","239,571","6,701","10,010","11,303","11,729","16,061","18,811","15,880","15,376","18,786","19,883","21,707","17,678","18,146","13,206","8,667","6,117","5,041","2,973","1,180","272","44"
"대전광역시 유성구 (3020000000)","354,066","354,066","13,336","18,794","19,191","18,585","23,875","28,487","27,503","27,034","30,489","29,593","30,975","24,620","23,268","15,272","8,972","5,678","4,575","2,570","1,022","198","29","179,101","179,101","6,949","9,570","9,962","9,700","12,436","15,847","14,818","13,886","14,940","14,476","15,395","12,398","11,404","7,602","4,419","2,514","1,744","757","239","43","2","174,965","174,965","6,387","9,224","9,229","8,885","11,439","12,640","12,685","13,148","15,549","15,117","15,580","12,222","11,864","7,670","4,553","3,164","2,831","1,813","783","155","27"
"대전광역시 대덕구 (3023000000)","173,465","173,465","4,161","5,836","7,111","8,183","11,094","11,943","10,258","9,550","11,728","13,561","17,373","15,471","16,185","11,261","7,469","5,211","4,117","2,106","676","149","22","88,127","88,127","2,077","2,969","3,685","4,315","6,035","6,627","5,787","5,192","6,147","6,867","8,765","7,880","8,054","5,486","3,558","2,278","1,561","676","148","19","1","85,338","85,338","2,084","2,867","3,426","3,868","5,059","5,316","4,471","4,358","5,581","6,694","8,608","7,591","8,131","5,775","3,911","2,933","2,556","1,430","528","130","21"
"울산광역시  (3100000000)","1,111,707","1,111,707","33,453","52,695","56,700","53,185","60,642","69,866","68,080","72,554","92,310","89,567","105,073","99,857","95,816","65,927","41,377","25,017","17,750","8,413","2,768","597","60","570,960","570,960","17,052","27,192","29,423","28,208","33,985","39,755","37,362","38,033","47,815","45,364","52,171","51,383","48,725","32,759","20,451","11,470","6,831","2,378","529","70","4","540,747","540,747","16,401","25,503","27,277","24,977","26,657","30,111","30,718","34,521","44,495","44,203","52,902","48,474","47,091","33,168","20,926","13,547","10,919","6,035","2,239","527","56"
"울산광역시 중구 (3111000000)","208,846","208,846","5,191","8,885","9,892","9,377","10,697","12,744","11,739","12,239","16,243","16,048","19,683","19,547","19,745","14,568","9,609","5,963","4,152","1,821","584","106","13","105,633","105,633","2,625","4,604","5,215","5,053","6,040","7,127","6,352","6,383","8,396","8,114","9,586","9,836","9,788","6,957","4,602","2,651","1,622","561","111","9","1","103,213","103,213","2,566","4,281","4,677","4,324","4,657","5,617","5,387","5,856","7,847","7,934","10,097","9,711","9,957","7,611","5,007","3,312","2,530","1,260","473","97","12"
"울산광역시 남구 (3114000000)","310,784","310,784","8,413","13,040","14,250","14,429","18,739","22,388","20,990","19,669","23,976","24,627","30,980","28,719","26,776","18,452","11,451","6,573","4,515","2,068","592","128","9","158,411","158,411","4,275","6,747","7,444","7,707","10,358","12,579","11,632","10,361","12,199","11,838","15,059","14,622","13,333","9,097","5,583","3,031","1,796","610","127","13","0","152,373","152,373","4,138","6,293","6,806","6,722","8,381","9,809","9,358","9,308","11,777","12,789","15,921","14,097","13,443","9,355","5,868","3,542","2,719","1,458","465","115","9"
"울산광역시 동구 (3117000000)","151,986","151,986","4,490","8,071","8,500","7,287","7,378","8,645","8,659","11,327","14,211","12,234","12,208","11,985","14,214","9,977","6,171","3,353","2,056","847","288","78","7","79,365","79,365","2,287","4,126","4,501","3,899","4,013","4,960","4,937","6,086","7,695","6,665","6,379","5,949","6,943","4,928","3,212","1,688","825","218","43","11","0","72,621","72,621","2,203","3,945","3,999","3,388","3,365","3,685","3,722","5,241","6,516","5,569","5,829","6,036","7,271","5,049","2,959","1,665","1,231","629","245","67","7"
"울산광역시 북구 (3120000000)","218,539","218,539","9,149","13,600","13,264","11,050","11,332","13,532","14,911","16,888","21,308","18,114","19,766","19,135","15,323","8,805","5,155","3,250","2,272","1,177","400","94","14","112,940","112,940","4,675","7,000","6,782","5,743","6,559","7,733","8,002","8,621","10,911","9,328","9,533","10,058","8,260","4,510","2,543","1,460","844","294","69","14","1","105,599","105,599","4,474","6,600","6,482","5,307","4,773","5,799","6,909","8,267","10,397","8,786","10,233","9,077","7,063","4,295","2,612","1,790","1,428","883","331","80","13"
"울산광역시 울주군 (3171000000)","221,552","221,552","6,210","9,099","10,794","11,042","12,496","12,557","11,781","12,431","16,572","18,544","22,436","20,471","19,758","14,125","8,991","5,878","4,755","2,500","904","191","17","114,611","114,611","3,190","4,715","5,481","5,806","7,015","7,356","6,439","6,582","8,614","9,419","11,614","10,918","10,401","7,267","4,511","2,640","1,744","695","179","23","2","106,941","106,941","3,020","4,384","5,313","5,236","5,481","5,201","5,342","5,849","7,958","9,125","10,822","9,553","9,357","6,858","4,480","3,238","3,011","1,805","725","168","15"
"세종특별자치시  (3600000000)","382,258","382,258","19,145","27,043","27,383","21,039","17,795","20,742","27,608","33,595","41,200","34,932","29,793","21,543","20,631","14,735","9,455","6,136","5,103","2,967","1,152","229","32","190,683","190,683","9,675","13,796","13,890","10,472","9,378","10,460","13,466","16,428","20,295","17,846","15,845","11,109","10,281","7,274","4,588","2,730","1,976","893","235","39","7","191,575","191,575","9,470","13,247","13,493","10,567","8,417","10,282","14,142","17,167","20,905","17,086","13,948","10,434","10,350","7,461","4,867","3,406","3,127","2,074","917","190","25"
"세종특별자치시  (3611000000)","382,258","382,258","19,145","27,043","27,383","21,039","17,795","20,742","27,608","33,595","41,200","34,932","29,793","21,543","20,631","14,735","9,455","6,136","5,103","2,967","1,152","229","32","190,683","190,683","9,675","13,796","13,890","10,472","9,378","10,460","13,466","16,428","20,295","17,846","15,845","11,109","10,281","7,274","4,588","2,730","1,976","893","235","39","7","191,575","191,575","9,470","13,247","13,493","10,567","8,417","10,282","14,142","17,167","20,905","17,086","13,948","10,434","10,350","7,461","4,867","3,406","3,127","2,074","917","190","25"
"경기도  (4100000000)","13,579,508","13,579,508","429,325","619,756","676,069","652,388","801,488","946,708","926,018","955,233","1,154,645","1,130,253","1,231,688","1,059,279","1,022,518","709,836","460,281","344,604","264,569","135,671","47,163","10,284","1,732","6,835,151","6,835,151","219,709","316,905","346,262","335,177","417,931","504,269","486,017","491,217","589,172","573,387","621,890","537,592","514,788","347,953","217,217","152,307","105,035","44,331","11,640","2,003","349","6,744,357","6,744,357","209,616","302,851","329,807","317,211","383,557","442,439","440,001","464,016","565,473","556,866","609,798","521,687","507,730","361,883","243,064","192,297","159,534","91,340","35,523","8,281","1,383"
"북부출장소  (4110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 수원시 (4111000000)","1,189,654","1,189,654","36,195","51,188","57,041","58,001","80,213","100,889","93,828","86,016","100,116","98,249","107,210","91,644","83,448","53,445","34,275","25,146","18,742","9,706","3,428","749","125","599,198","599,198","18,720","26,391","29,359","29,968","41,373","53,579","50,094","44,849","50,756","49,001","53,225","45,989","41,972","25,802","15,996","10,848","7,275","3,017","829","137","18","590,456","590,456","17,475","24,797","27,682","28,033","38,840","47,310","43,734","41,167","49,360","49,248","53,985","45,655","41,476","27,643","18,279","14,298","11,467","6,689","2,599","612","107"
"경기도 수원시 장안구 (4111100000)","271,305","271,305","6,183","10,044","12,782","14,378","20,641","21,739","17,402","15,628","20,217","22,631","26,251","22,791","20,878","13,757","9,089","7,091","5,493","2,931","1,107","237","35","136,511","136,511","3,117","5,167","6,582","7,468","11,192","12,000","9,459","8,106","10,041","11,121","12,956","11,539","10,477","6,636","4,185","3,006","2,200","930","277","46","6","134,794","134,794","3,066","4,877","6,200","6,910","9,449","9,739","7,943","7,522","10,176","11,510","13,295","11,252","10,401","7,121","4,904","4,085","3,293","2,001","830","191","29"
"경기도 수원시 권선구 (4111300000)","366,453","366,453","11,684","16,571","16,800","16,082","21,902","29,690","28,767","28,053","31,895","29,005","32,326","29,770","27,828","17,636","10,955","7,771","5,567","2,875","1,002","229","45","185,270","185,270","6,069","8,556","8,633","8,391","11,293","15,616","15,375","14,764","16,644","14,832","15,889","14,800","13,881","8,603","5,210","3,438","2,122","870","240","40","4","181,183","181,183","5,615","8,015","8,167","7,691","10,609","14,074","13,392","13,289","15,251","14,173","16,437","14,970","13,947","9,033","5,745","4,333","3,445","2,005","762","189","41"
"경기도 수원시 팔달구 (4111500000)","191,423","191,423","5,438","6,048","6,435","7,582","12,641","18,231","16,623","13,606","13,962","14,417","16,751","14,992","14,941","10,563","7,230","5,338","3,951","1,907","617","125","25","96,475","96,475","2,843","3,043","3,340","3,867","6,226","9,455","8,980","7,480","7,404","7,324","8,452","7,672","7,462","4,953","3,328","2,305","1,557","602","152","25","5","94,948","94,948","2,595","3,005","3,095","3,715","6,415","8,776","7,643","6,126","6,558","7,093","8,299","7,320","7,479","5,610","3,902","3,033","2,394","1,305","465","100","20"
"경기도 수원시 영통구 (4111700000)","360,473","360,473","12,890","18,525","21,024","19,959","25,029","31,229","31,036","28,729","34,042","32,196","31,882","24,091","19,801","11,489","7,001","4,946","3,731","1,993","702","158","20","180,942","180,942","6,691","9,625","10,804","10,242","12,662","16,508","16,280","14,499","16,667","15,724","15,928","11,978","10,152","5,610","3,273","2,099","1,396","615","160","26","3","179,531","179,531","6,199","8,900","10,220","9,717","12,367","14,721","14,756","14,230","17,375","16,472","15,954","12,113","9,649","5,879","3,728","2,847","2,335","1,378","542","132","17"
"경기도 성남시 (4113000000)","920,667","920,667","25,900","36,696","42,064","42,565","53,490","68,313","67,602","65,273","74,880","75,156","83,610","70,825","70,655","51,887","34,187","25,291","18,452","9,422","3,498","766","135","455,970","455,970","13,172","18,768","21,570","21,787","27,071","35,514","35,027","32,981","36,934","37,027","41,788","35,380","34,728","25,178","15,976","11,187","7,603","3,182","909","154","34","464,697","464,697","12,728","17,928","20,494","20,778","26,419","32,799","32,575","32,292","37,946","38,129","41,822","35,445","35,927","26,709","18,211","14,104","10,849","6,240","2,589","612","101"
"경기도 성남시 수정구 (4113100000)","232,663","232,663","6,401","7,703","8,027","8,570","13,633","18,477","17,560","16,655","18,066","17,351","20,241","19,135","20,116","15,169","10,232","7,221","4,963","2,260","687","166","30","117,974","117,974","3,261","3,890","4,093","4,416","6,941","9,999","9,444","8,910","9,519","9,133","10,454","9,815","10,001","7,309","4,730","3,187","1,971","707","147","43","4","114,689","114,689","3,140","3,813","3,934","4,154","6,692","8,478","8,116","7,745","8,547","8,218","9,787","9,320","10,115","7,860","5,502","4,034","2,992","1,553","540","123","26"
"경기도 성남시 중원구 (4113300000)","205,893","205,893","5,169","6,427","7,187","7,933","11,552","16,430","15,896","14,366","15,331","15,133","18,136","17,372","18,717","13,470","9,111","6,366","4,482","1,967","665","158","25","104,258","104,258","2,559","3,326","3,734","4,072","5,870","8,672","8,703","7,712","8,113","7,895","9,348","8,694","9,283","6,557","4,313","2,828","1,787","632","135","19","6","101,635","101,635","2,610","3,101","3,453","3,861","5,682","7,758","7,193","6,654","7,218","7,238","8,788","8,678","9,434","6,913","4,798","3,538","2,695","1,335","530","139","19"
